Triangle Index,Power Density / Wm-2,Error / Wm-2
0,0.00037646509591721507,9.56162386097951e-06
1,0.0002134402637809982,8.953666376158008e-06
2,0.00016352518686576806,6.260253137460593e-06
3,0.0003295268042281772,9.873758518711554e-06
4,0.0001596067168738458,7.072435345991917e-06
5,0.0004910151117803861,1.2320208784918252e-05
6,0.00045289730074873913,1.829102068402934e-05
7,0.0004815150236441891,1.792177183594696e-05
8,0.0005034059710286643,1.7711156679829762e-05
9,0.0005110425940378335,1.653042611941971e-05
10,0.0004919621307535025,1.541774230358702e-05
11,0.00048731090978102934,1.4573107595515104e-05
12,0.0004847954276710827,1.3642772089797243e-05
13,0.00046739531590550727,1.3106693245093215e-05
14,0.00047667103448399126,1.2678567433104389e-05
15,0.00045144110329070354,1.8171725550478536e-05
16,0.0004896876082577273,1.888863427379609e-05
17,0.0005239770752916694,1.945395085019555e-05
18,0.0004755585421441106,1.9446468034737275e-05
19,0.0005234889555306576,1.9731517409481286e-05
20,0.0005148792566485849,1.9877670890120547e-05
21,0.0004892579791781136,1.949384700266822e-05
22,0.0005049700943642439,1.9377296753483373e-05
23,0.0005049008592873981,1.8860606611773886e-05
24,0.00045927542641708674,1.7636060833396895e-05
25,0.0004923179804474397,1.8311361307076527e-05
26,0.0005066080517564221,1.863750140910278e-05
27,0.0005605923937453826,1.9128351219705694e-05
28,0.0005836907188725189,1.9420267647763602e-05
29,0.0005580893583465161,1.9340342282314662e-05
30,0.0005063092109994358,1.8938249662698176e-05
31,0.0004971909881479456,1.8906246954521392e-05
32,0.000523724729489465,1.8606090113675834e-05
33,0.0004889224836247006,1.7009855317143587e-05
34,0.0004911712308750406,1.753076711508827e-05
35,0.0005397501841373403,1.795483585167e-05
36,0.0005488019741449704,1.8225751993590173e-05
37,0.000533910929143684,1.8307561330742677e-05
38,0.0005482184855922362,1.8429047580863416e-05
39,0.0005373575976419576,1.8235353464274713e-05
40,0.0005370202030990134,1.818946634122558e-05
41,0.0005079304047826213,1.7622209942214175e-05
42,0.0004900169676568179,1.6310810941850836e-05
43,0.000503304081977044,1.640818317674196e-05
44,0.0005096027089543992,1.683589270757817e-05
45,0.0005348227428599984,1.719677108233538e-05
46,0.0005483177087042129,1.7359161886230557e-05
47,0.000558104064824874,1.7202109883284545e-05
48,0.0005355641595116399,1.7123019933082852e-05
49,0.0005305909957806677,1.695059256848556e-05
50,0.0005050609273120073,1.6653269552873228e-05
51,0.0004883570228165744,1.524769119882935e-05
52,0.0005385294896834811,1.5758106675981793e-05
53,0.0005339493431149782,1.595603178013701e-05
54,0.0005535621857251928,1.611921902582531e-05
55,0.0005419965706413053,1.6236209257888322e-05
56,0.0005666881154388538,1.6367321748952376e-05
57,0.0005559582647236297,1.6235352283932016e-05
58,0.0005104019789071778,1.585829675500698e-05
59,0.0005150602178158849,1.581791103699834e-05
60,0.0004974053311538148,1.4776936756121185e-05
61,0.0005146123129238307,1.474948809371768e-05
62,0.00054277233981451,1.5153292493554864e-05
63,0.0005357545971330991,1.5075367646052869e-05
64,0.0005668297586158494,1.5262816776794816e-05
65,0.0005010796780674866,1.4889700284523689e-05
66,0.000540455322774597,1.5136244983383838e-05
67,0.0005161331070731266,1.50503025445484e-05
68,0.0005167363531389451,1.4832688563490552e-05
69,0.0005018606219589743,1.3793812264416696e-05
70,0.000505727861029471,1.3902580082901207e-05
71,0.0005410554620087967,1.4203325615592311e-05
72,0.0005547181061887605,1.422482441914493e-05
73,0.0005629332490682545,1.434807643578392e-05
74,0.0005419539948387738,1.4377713655171611e-05
75,0.0005462740679407914,1.4422166355892114e-05
76,0.0005368737179984488,1.42968701197649e-05
77,0.0005221858985110859,1.4037783460196036e-05
78,0.0004633854564990982,1.2948735274608587e-05
79,0.0005064711514627968,1.3211486115349288e-05
80,0.0005140474606578314,1.3441224130447714e-05
81,0.0005284556829389346,1.3515562506990347e-05
82,0.0005301685228550449,1.3483415390979156e-05
