Triangle Index,Power Density / Wm-2,Error / Wm-2
0,0.00016401181213185215,3.4153107997009816e-06
1,0.0005103375856057693,6.060561415456739e-06
2,0.00015794546479626337,2.896373648182582e-06
3,0.0002129474033479116,4.1614711808396205e-06
4,0.0003282161671424498,4.6850984876611104e-06
5,0.0003764217612853162,4.560557074736944e-06
6,0.000505876961785511,8.808410728687185e-06
7,0.0005178294172874926,7.859997624864063e-06
8,0.0005217206743965915,6.789338977469793e-06
9,0.0004774349988811385,8.608282987751282e-06
10,0.0005250507021112246,9.077507359250063e-06
11,0.0005413128148194001,9.197760304253761e-06
12,0.0005017773406483223,7.766042012132529e-06
13,0.0005263669661905324,8.059437638387459e-06
14,0.0005509293282347357,8.159105110574855e-06
15,0.0004975655122348493,6.6866552343710325e-06
16,0.0005414423910648943,6.916161387629235e-06
17,0.0005558182449581691,6.985329167073536e-06
18,0.0004889285954072257,5.934617411061704e-06
19,0.0005311675031488867,6.298770865097496e-06
20,0.0005351381978082641,6.350181895120918e-06
21,0.00015678704391453263,2.8458359618735047e-06
22,0.0004941295544942212,8.387243149873543e-06
23,0.00016374979780728696,3.2851487637183933e-06
24,0.00020371525766482357,3.4813124250686957e-06
25,0.0003838965820891012,4.575993030509953e-06
26,0.00032892170551229044,4.488910977119275e-06
27,0.000511869851090583,6.078089108044905e-06
28,0.0005161577064218509,6.415049837180652e-06
29,0.000513627082435283,7.384489622658602e-06
30,0.0004903958042874281,5.8410362218827765e-06
31,0.000531660697800476,6.311216014942631e-06
32,0.0005340075739942788,6.345169047252174e-06
33,0.00048747298546448196,6.274855121959561e-06
34,0.0005373995039510415,6.51178151736475e-06
35,0.0005456087313360839,6.551243023860165e-06
36,0.0005016245107103906,7.249691728572058e-06
37,0.000541981446470578,7.575278824389999e-06
38,0.0005496215768042352,7.598520082248581e-06
39,0.00049372472168471,8.247027289968294e-06
40,0.0005386385029428486,8.69502500726053e-06
41,0.0005440978697135599,8.7445258863096e-06
42,0.00017983323346755143,3.832278184299047e-06
43,0.00016881518838823064,3.151156416891762e-06
44,0.00015855588852420314,2.863170368099139e-06
45,0.00015997701594025934,2.9048009234320404e-06
46,0.0004941513943982653,5.879122298699015e-06
47,0.00015687750416306628,2.8855711437432447e-06
48,0.0001631317501778756,3.1651360548549088e-06
49,0.00017636914348040196,3.8075363433524824e-06
50,0.00016728360793889208,3.4253870436846105e-06
51,0.00019478288431462698,3.5280124256304687e-06
52,0.0003315832298660177,4.615137286385532e-06
53,0.0003287343787383461,4.664757126928548e-06
54,0.00033378050969232187,4.638005327392955e-06
55,0.0003292582852997739,4.657145878886053e-06
56,0.00036544379192688867,4.464582382287264e-06
57,0.00037409896071242347,4.51370725660993e-06
58,0.0003649184641592954,4.467397694667327e-06
59,0.00037657585940824594,4.503293440324105e-06
60,0.0004955363553107952,8.378863430339305e-06
61,0.0004963277473172402,7.355795455049344e-06
62,0.0004959423095894875,6.3958337123744505e-06
63,0.0004978501627672194,8.52585167658009e-06
64,0.0005420915275182336,8.861581859920794e-06
65,0.0005294707484378472,8.794542196468018e-06
66,0.0005181495391103267,7.5299670986611005e-06
67,0.0005486822200947976,7.717691004293572e-06
68,0.0005428407613524697,7.680676713408665e-06
69,0.0005274881587670476,6.532025556404028e-06
70,0.000553506180829608,6.646215794324642e-06
71,0.000528128186909003,6.561292642513496e-06
72,0.0005119041591518377,6.079745226842706e-06
73,0.0005295163294716908,6.278999081525665e-06
74,0.0005256723472766891,6.233068243868738e-06
75,0.00015733705854868268,2.8198059944725326e-06
76,0.00016983257368040878,3.0766589238841193e-06
77,0.0001741580518474288,3.661938905628556e-06
78,0.000167055575782574,3.2949827762059345e-06
79,0.0004981860602717255,8.490043107279243e-06
80,0.00017383345010744277,3.668284669378835e-06
81,0.00016097803636165638,3.068379514870242e-06
82,0.00015507495680358493,2.8264560523979024e-06
83,0.00015615558607094172,2.8362143159353323e-06
84,0.00021474326231097797,4.042496356127757e-06
85,0.00037935290046106824,4.532594139653948e-06
86,0.00038566176218388147,4.584954740010619e-06
87,0.0003818540993163564,4.569451795992036e-06
88,0.00039208010839990423,4.685279156155319e-06
89,0.0003258839476183686,4.459274829823714e-06
90,0.00033051737162020814,4.499715904438538e-06
91,0.00033536349646948405,4.478532813179546e-06
92,0.00033211763683625776,4.535312331491679e-06
93,0.0004983731446482772,5.923781578847385e-06
94,0.0005035258135684881,6.609611675963188e-06
95,0.000487924482890607,7.567863484842349e-06
96,0.0005101420639559112,6.049087214744667e-06
97,0.0005318549039492499,6.308563884033916e-06
98,0.0005310718138693337,6.3114122213460346e-06
99,0.0005152187776578705,6.700636315344862e-06
100,0.0005385547351129733,6.83513474675598e-06
101,0.0005419925348445035,6.845747376483045e-06
102,0.0005147541589565447,7.754599392547547e-06
103,0.0005526165910401526,8.014940790346492e-06
104,0.0005338426077175747,7.975138667381418e-06
105,0.0005003260187800906,8.647816651865324e-06
106,0.0005364845775385261,9.008973813805267e-06
107,0.000517647996321605,8.924343393570813e-06
