Triangle Index,Power Density / Wm-2,Error / Wm-2
0,0.00015226770226322187,2.5111474717861143e-06
1,0.0004983299423456522,8.19480378895474e-06
2,0.00015544421418750912,2.9510152147099416e-06
3,0.00019905311690733346,3.085907564960422e-06
4,0.00030443742399380227,3.7249560016889273e-06
5,0.000423200196743245,5.1814482537342425e-06
6,0.0003882237591437066,4.814438355415855e-06
7,0.0004135424226170729,5.635992854982426e-06
8,0.00044590980234732587,6.7967411096597e-06
9,0.0003812324715869718,4.770202409837292e-06
10,0.0003985842241977778,4.890351207965379e-06
11,0.00040380524461817655,4.9432341227646804e-06
12,0.0004089587620536811,5.5426564021945155e-06
13,0.0004391887343783481,5.731908509087499e-06
14,0.00044932655237421305,5.765594526213534e-06
15,0.0004394887355809861,6.697142855518877e-06
16,0.0004905450667055559,6.9960291599857134e-06
17,0.0004845608509043861,6.998127422314316e-06
18,0.0004682816254726994,7.974019003752963e-06
19,0.000523985272873511,8.431787539087627e-06
20,0.0005091764233474735,8.429572230689611e-06
21,0.00015448847377033656,3.045371482885684e-06
22,0.0006055728010791311,9.26357804981235e-06
23,0.00017206847760680544,3.3806208008485813e-06
24,0.00019672320093686664,3.7794195161657028e-06
25,0.00024483105775021063,3.196718338675755e-06
26,0.00035196471826354713,4.644257847781042e-06
27,0.0005540220969060698,9.063487098497479e-06
28,0.0006008619196794376,8.789281344666433e-06
29,0.0006350402402326907,8.89128245743554e-06
30,0.0005507436865220583,8.91915686790591e-06
31,0.0005917219029204448,9.372646374931604e-06
32,0.0005922192241727917,9.438706767070053e-06
33,0.0005825081749613825,8.643274211443828e-06
34,0.0006466120287699013,9.080763640810858e-06
35,0.0006585965194952112,9.112947351799487e-06
36,0.000608942487630388,8.715654595881464e-06
37,0.0006557416784531144,9.068958315539281e-06
38,0.000668828344927412,9.115571077049278e-06
39,0.0005944296628472742,9.106195605671658e-06
40,0.0006359421082033894,9.507634842645301e-06
41,0.0006465291192611183,9.572854313551396e-06
42,0.00015181439269550405,2.4852166631830857e-06
43,0.00016233934952271522,2.740366381811003e-06
44,0.0001635267354904154,3.173177783849376e-06
45,0.00016122086809593412,2.960409114653562e-06
46,0.0004960425037026502,8.434594589804793e-06
47,0.00015964514675551497,3.193461264037801e-06
48,0.00015978949729127586,2.7379588013239827e-06
49,0.00015259990305762982,2.4811214729303126e-06
50,0.00014930050561217894,2.477062273198291e-06
51,0.00020409254372361294,3.5359611826060183e-06
52,0.00030239030557639045,3.700135311813713e-06
53,0.0003110781193322206,3.8083410533100083e-06
54,0.0003017570773823613,3.692466352252284e-06
55,0.0003122818329342064,3.822563596706838e-06
56,0.00040889051371135695,5.029283630479687e-06
57,0.0004215526742419679,5.214929080636883e-06
58,0.00041167414319644765,5.0419706716036586e-06
59,0.00041290645092295956,5.079069177181436e-06
60,0.0003896442563449292,4.994412715631572e-06
61,0.0004156774510601976,5.911170288777648e-06
62,0.00046309999754110925,7.187155470924976e-06
63,0.00040204916685987734,5.056234562350167e-06
64,0.00041998690079327186,5.144640477076557e-06
65,0.0004052883478550364,5.118698099344636e-06
66,0.0004324850088734494,5.976056658123389e-06
67,0.000452290312691019,6.123402042954284e-06
68,0.000448164963656992,6.0898020565880225e-06
69,0.0004740574300341521,7.279085161203172e-06
70,0.0005108237360504223,7.540287617843541e-06
71,0.0004981776349624488,7.4799307060443154e-06
72,0.0005105144386232865,8.591538067795167e-06
73,0.0005548871762195168,8.951887728592392e-06
74,0.0005503631004446993,8.87736740133836e-06
75,0.00015857079739370477,3.1887658207853024e-06
76,0.00017047314906200182,3.1375943970814695e-06
77,0.0001799075434050232,3.7332047661415763e-06
78,0.00017273386071747578,3.360172010624436e-06
79,0.0005790662045553073,9.189628756551344e-06
80,0.000184957498194288,3.751438779101448e-06
81,0.00016553019617101912,3.1445685120234307e-06
82,0.00016420002642836309,3.193851031546786e-06
83,0.00015917919578322144,3.0580196421430068e-06
84,0.00020857814919690118,4.077160943735542e-06
85,0.00023914269067370746,3.175216907794798e-06
86,0.00024576243667563593,3.1853478776243117e-06
87,0.00024039825116995616,3.1724022628675085e-06
88,0.0002450438246608107,3.182435021723785e-06
89,0.00034441702980277106,4.64125693983125e-06
90,0.0003530587631914684,4.6728137243241805e-06
91,0.000345230855703402,4.633910720038303e-06
92,0.0003483397839639574,4.661089200296909e-06
93,0.0005534547316874693,8.8364474812001e-06
94,0.0006024099537473242,8.647523492507749e-06
95,0.000609980266380358,8.861494910225295e-06
96,0.0005910030930661118,9.053975855270714e-06
97,0.0006303099984223082,9.372619855027503e-06
98,0.0006168238800792251,9.289416155750585e-06
99,0.0006062269565316302,8.76658497990232e-06
100,0.0006633627083328191,9.045368260913995e-06
101,0.0006448618316236064,8.997438789923459e-06
102,0.0006286307620272263,8.980660243769132e-06
103,0.0006671615672753496,9.278139324432476e-06
104,0.0006637849749100235,9.23290493197394e-06
105,0.0006075772353435499,9.38812862547559e-06
106,0.0006349691479485347,9.724170691217945e-06
107,0.0006245946692241482,9.647993784125913e-06
