1,53.75980,6.72864
1,53.68529,6.72712
1,53.69194,6.72834
1,0.00849,6.83071
1,24.20353,6.82265
1,24.34340,6.81781
1,24.13578,6.79513
1,23.47154,5.73345
1,22.45668,5.64936
0.22,22.45668,5.64936
0.22,22.45668,5.64936
0.22,22.45668,5.64936
0.22,22.45668,5.64936
0.22,22.45668,5.64936
0.22,22.45668,5.64936
